id,name,normalized_name,created_at,updated_at
1499,Hallway Outside the Classroom,hallway outside the classroom,2016-09-29 17:04:23.403202,2016-09-29 17:04:23.403202
1500,"Miscellaneous, Etc.",miscellaneous etc,2016-09-29 17:04:24.64988,2016-09-29 17:04:24.64988
1501,SPRINGFIELD GYM,springfield gym,2016-09-29 17:04:25.220927,2016-09-29 17:04:25.220927
1502,BACK ROADS,back roads,2016-09-29 17:04:25.28087,2016-09-29 17:04:25.28087
1503,Car Wash,car wash,2016-09-29 17:04:25.435043,2016-09-29 17:04:25.435043
1504,Springfield Penitentiary,springfield penitentiary,2016-09-29 17:04:25.587168,2016-09-29 17:04:25.587168
1505,HISTORIC MILL,historic mill,2016-09-29 17:04:26.39117,2016-09-29 17:04:26.39117
1506,New Haven Station,new haven station,2016-09-29 17:04:26.531023,2016-09-29 17:04:26.531023
1507,Burns's Private Railroad Car,burns private railroad car,2016-09-29 17:04:26.552457,2016-09-29 17:04:26.552457
1508,RURAL ROADSIDE,rural roadside,2016-09-29 17:04:26.802129,2016-09-29 17:04:26.802129
1509,NATURAL HISTORY MUSEUM,natural history museum,2016-09-29 17:04:27.037383,2016-09-29 17:04:27.037383
1510,COSTUME SHOP,costume shop,2016-09-29 17:04:27.907953,2016-09-29 17:04:27.907953
1511,OIL SPILL BEACH,oil spill beach,2016-09-29 17:04:28.685265,2016-09-29 17:04:28.685265
1512,SPOOKY VICTORIAN HOUSE,spooky victorian house,2016-09-29 17:04:28.86007,2016-09-29 17:04:28.86007
1513,Burlesque House,burlesque house,2016-09-29 17:04:29.267812,2016-09-29 17:04:29.267812
1514,Upscale Kitchen Store,upscale kitchen store,2016-09-29 17:04:30.805784,2016-09-29 17:04:30.805784
1515,Stoner's Pot Palace,stoner pot palace,2016-09-29 17:04:30.823135,2016-09-29 17:04:30.823135
1516,Casa Nova,casa nova,2016-09-29 17:04:31.504596,2016-09-29 17:04:31.504596
1517,Southern Cracker,southern cracker,2016-09-29 17:04:31.614418,2016-09-29 17:04:31.614418
1518,LUANN'S HOUSE,luann house,2016-09-29 17:04:31.648059,2016-09-29 17:04:31.648059
1519,County Court House,county court house,2016-09-29 17:04:32.249948,2016-09-29 17:04:32.249948
1520,PROF. FRINK'S LAB,prof frink lab,2016-09-29 17:04:33.782153,2016-09-29 17:04:33.782153
1521,NELSON'S ROOM,nelson room,2016-09-29 17:04:33.853133,2016-09-29 17:04:33.853133
1522,Springfield Observatory,springfield observatory,2016-09-29 17:04:34.085594,2016-09-29 17:04:34.085594
1523,Streets Of Springfield,streets of springfield,2016-09-29 17:04:34.741819,2016-09-29 17:04:34.741819
1524,FLANDERS' FORMER HOUSE,flanders former house,2016-09-29 17:04:35.774811,2016-09-29 17:04:35.774811
1525,NEW FLANDERS HOUSE,new flanders house,2016-09-29 17:04:36.087595,2016-09-29 17:04:36.087595
1526,Calmwood Mental Hospital,calmwood mental hospital,2016-09-29 17:04:36.372303,2016-09-29 17:04:36.372303
1527,INSANE ASYLUM,insane asylum,2016-09-29 17:04:36.415411,2016-09-29 17:04:36.415411
1528,DOCTOR FOSTER'S HOUSE,doctor foster house,2016-09-29 17:04:36.440056,2016-09-29 17:04:36.440056
1529,FLANDERS' BOOTH,flanders booth,2016-09-29 17:04:36.809218,2016-09-29 17:04:36.809218
1530,OBSERVATION ROOM,observation room,2016-09-29 17:04:36.836115,2016-09-29 17:04:36.836115
1531,FAIRGROUNDS,fairgrounds,2016-09-29 17:04:37.352909,2016-09-29 17:04:37.352909
1532,Chili Cook-Off,chili cook-off,2016-09-29 17:04:37.402094,2016-09-29 17:04:37.402094
1533,HALLUCINATORY DESERT,hallucinatory desert,2016-09-29 17:04:37.884176,2016-09-29 17:04:37.884176
1534,HALLUCINATION,hallucination,2016-09-29 17:04:38.108873,2016-09-29 17:04:38.108873
1535,Bob's All-Night Furniture Store,bob all-night furniture store,2016-09-29 17:04:38.494214,2016-09-29 17:04:38.494214
1536,WATERFRONT DISTRICT,waterfront district,2016-09-29 17:04:38.645553,2016-09-29 17:04:38.645553
1537,STORMY SEACOAST,stormy seacoast,2016-09-29 17:04:38.667432,2016-09-29 17:04:38.667432
1538,Lighthouse Control Room,lighthouse control room,2016-09-29 17:04:38.695888,2016-09-29 17:04:38.695888
1539,Lighthouse,lighthouse,2016-09-29 17:04:38.968051,2016-09-29 17:04:38.968051
1540,OPEN FIELD,open field,2016-09-29 17:04:39.536161,2016-09-29 17:04:39.536161
1541,FBI BUILDING,fbi building,2016-09-29 17:04:39.798576,2016-09-29 17:04:39.798576
1542,Police Lineup Area,police lineup area,2016-09-29 17:04:39.869207,2016-09-29 17:04:39.869207
1543,GOVERNMENT LAB,government lab,2016-09-29 17:04:39.908885,2016-09-29 17:04:39.908885
1544,Back Room,back room,2016-09-29 17:04:40.033709,2016-09-29 17:04:40.033709
1545,SPRINGFIELD FIELD,springfield field,2016-09-29 17:04:40.326062,2016-09-29 17:04:40.326062
1546,Municipal House of Pancakes,municipal house of pancakes,2016-09-29 17:04:41.108299,2016-09-29 17:04:41.108299
1547,SPRINGFIELD BASEBALL STADIUM,springfield baseball stadium,2016-09-29 17:04:42.006957,2016-09-29 17:04:42.006957
1548,SPRINGFIELD DOCKS,springfield docks,2016-09-29 17:04:42.356705,2016-09-29 17:04:42.356705
1549,Deserted Stretch Of Highway,deserted stretch of highway,2016-09-29 17:04:42.516898,2016-09-29 17:04:42.516898
1550,MOUNTAINS,mountains,2016-09-29 17:04:43.264368,2016-09-29 17:04:43.264368
1551,NEARBY PICNIC AREA,nearby picnic area,2016-09-29 17:04:43.293557,2016-09-29 17:04:43.293557
1552,MOUNTAIN BASE,mountain base,2016-09-29 17:04:43.480623,2016-09-29 17:04:43.480623
1553,NATURE CENTER,nature center,2016-09-29 17:04:43.521526,2016-09-29 17:04:43.521526
1554,MOUNTAIN TOP,mountain top,2016-09-29 17:04:43.876174,2016-09-29 17:04:43.876174
1555,Snowbank Above Buried Cabin,snowbank above buried cabin,2016-09-29 17:04:44.145142,2016-09-29 17:04:44.145142
1556,Tunnel,tunnel,2016-09-29 17:04:44.205512,2016-09-29 17:04:44.205512
1557,Buried Cabin,buried cabin,2016-09-29 17:04:44.26054,2016-09-29 17:04:44.26054
1558,Ranger Station,ranger station,2016-09-29 17:04:44.680438,2016-09-29 17:04:44.680438
1559,Rocket Cabin,rocket cabin,2016-09-29 17:04:44.711434,2016-09-29 17:04:44.711434
1560,BART'S,bart,2016-09-29 17:04:46.191545,2016-09-29 17:04:46.191545
1561,MALL CONFERENCE ROOM,mall conference room,2016-09-29 17:04:47.353985,2016-09-29 17:04:47.353985
1562,The Androids Dungeon And Baseball Card Shop Comic Book Store,the androids dungeon and baseball card shop comic book store,2016-09-29 17:04:48.005808,2016-09-29 17:04:48.005808
1563,Cockamamie's,cockamamie,2016-09-29 17:04:49.157887,2016-09-29 17:04:49.157887
1564,DOWNTOWN STREETS,downtown streets,2016-09-29 17:04:49.726389,2016-09-29 17:04:49.726389
1565,Sha-Boom Ka-Boom! Cafe,sha-boom ka-boom cafe,2016-09-29 17:04:49.759957,2016-09-29 17:04:49.759957
1566,SPRINGFIELD FREEWAY,springfield freeway,2016-09-29 17:04:50.12464,2016-09-29 17:04:50.12464
1567,Ajax Steel Mill,ajax steel mill,2016-09-29 17:04:50.187767,2016-09-29 17:04:50.187767
1568,MOE'S PICK-UP,moe pick-up,2016-09-29 17:04:50.473073,2016-09-29 17:04:50.473073
1569,Outskirts Of Springfield,outskirts of springfield,2016-09-29 17:04:50.56945,2016-09-29 17:04:50.56945
1570,GATE TO SANTA'S VILLAGE,gate to santa village,2016-09-29 17:04:50.606795,2016-09-29 17:04:50.606795
1571,Santa's Village,santa village,2016-09-29 17:04:50.666744,2016-09-29 17:04:50.666744
1572,ROAD TO SPRINGFIELD,road to springfield,2016-09-29 17:04:50.973456,2016-09-29 17:04:50.973456
1573,SPRINGFIELD PENITENTIARY CHAPEL,springfield penitentiary chapel,2016-09-29 17:04:51.472499,2016-09-29 17:04:51.472499
1574,Cecil's Brownstone Apartment,cecil brownstone apartment,2016-09-29 17:04:51.701773,2016-09-29 17:04:51.701773
1575,SPRINGFIELD RIVER GORGE,springfield river gorge,2016-09-29 17:04:51.939695,2016-09-29 17:04:51.939695
1576,SPRINGFIELD DAM SITE,springfield dam site,2016-09-29 17:04:52.134109,2016-09-29 17:04:52.134109
1577,CONSTRUCTION TRAILER,construction trailer,2016-09-29 17:04:52.146492,2016-09-29 17:04:52.146492
1578,Terwilliger Apartment,terwilliger apartment,2016-09-29 17:04:52.247779,2016-09-29 17:04:52.247779
1579,DAM SITE,dam site,2016-09-29 17:04:52.4377,2016-09-29 17:04:52.4377
1580,DAM,dam,2016-09-29 17:04:52.453078,2016-09-29 17:04:52.453078
1581,WATER-FILLED DRAINPIPE,water-filled drainpipe,2016-09-29 17:04:52.622147,2016-09-29 17:04:52.622147
1582,WATER PIPE,water pipe,2016-09-29 17:04:52.635222,2016-09-29 17:04:52.635222
1583,TOP OF DAM,top of dam,2016-09-29 17:04:52.674417,2016-09-29 17:04:52.674417
1584,DAM OVERLOOK,dam overlook,2016-09-29 17:04:52.703368,2016-09-29 17:04:52.703368
1585,CENTER OF DAM,center of dam,2016-09-29 17:04:52.741322,2016-09-29 17:04:52.741322
1586,OBSERVATION POST,observation post,2016-09-29 17:04:52.756612,2016-09-29 17:04:52.756612
1587,TV ROOM,tv room,2016-09-29 17:04:53.93733,2016-09-29 17:04:53.93733
1588,South Street Squidport,south street squidport,2016-09-29 17:04:54.29826,2016-09-29 17:04:54.29826
1589,Dr. Nick Rivera's Walk-In Clinic,dr nick rivera walk-in clinic,2016-09-29 17:04:55.05169,2016-09-29 17:04:55.05169
1590,Hibbert Home,hibbert home,2016-09-29 17:04:56.044465,2016-09-29 17:04:56.044465
1591,Springfield City Dump,springfield city dump,2016-09-29 17:04:56.07801,2016-09-29 17:04:56.07801
1592,Duff Bottling Plant,duff bottling plant,2016-09-29 17:04:56.106958,2016-09-29 17:04:56.106958
1593,"Moe's ""Pet Shop""",moe pet shop,2016-09-29 17:04:56.129507,2016-09-29 17:04:56.129507
1594,CITY DUMP,city dump,2016-09-29 17:04:56.504998,2016-09-29 17:04:56.504998
1595,DUMP,dump,2016-09-29 17:04:56.530992,2016-09-29 17:04:56.530992
1596,REAR OF BOWLING ALLEY,rear of bowling alley,2016-09-29 17:04:56.675649,2016-09-29 17:04:56.675649
1597,UNDERGROUND CROSS-SECTION,underground cross-section,2016-09-29 17:04:56.683916,2016-09-29 17:04:56.683916
1598,ATMOSPHERIC DINER,atmospheric diner,2016-09-29 17:04:56.727793,2016-09-29 17:04:56.727793
1599,Superstore,superstore,2016-09-29 17:04:57.020542,2016-09-29 17:04:57.020542
1600,MARTIN'S BACK YARD,martin back yard,2016-09-29 17:04:57.857633,2016-09-29 17:04:57.857633
1601,MARTIN'S BIRTHDAY PARTY,martin birthday party,2016-09-29 17:04:57.868003,2016-09-29 17:04:57.868003
1602,Martin's Playhouse,martin playhouse,2016-09-29 17:04:58.199883,2016-09-29 17:04:58.199883
1603,CHANNEL SIX NEWSROOM,channel six newsroom,2016-09-29 17:04:59.282993,2016-09-29 17:04:59.282993
1604,SPRINGFIELD PINE BARRENS,springfield pine barrens,2016-09-29 17:05:00.367695,2016-09-29 17:05:00.367695
1605,Springfield Dog Park,springfield dog park,2016-09-29 17:05:00.538669,2016-09-29 17:05:00.538669
1606,Repo Depot,repo depot,2016-09-29 17:05:00.91675,2016-09-29 17:05:00.91675
1607,MODEST SPRINGFIELD HOUSE,modest springfield house,2016-09-29 17:05:01.095696,2016-09-29 17:05:01.095696
1608,MITCHELL'S HOUSE,mitchell house,2016-09-29 17:05:01.24572,2016-09-29 17:05:01.24572
1609,Street In Front Of Mitchell's House,street in front of mitchell house,2016-09-29 17:05:01.524883,2016-09-29 17:05:01.524883
1610,Uriah's Heap Recycling Center,uriah heap recycling center,2016-09-29 17:05:02.093804,2016-09-29 17:05:02.093804
1611,Burns's Former Office,burns former office,2016-09-29 17:05:02.365769,2016-09-29 17:05:02.365769
1612,Apartment Bldg.,apartment bldg,2016-09-29 17:05:02.37908,2016-09-29 17:05:02.37908
1613,City Bus,city bus,2016-09-29 17:05:02.420003,2016-09-29 17:05:02.420003
1614,SPRINGFIELD BAY,springfield bay,2016-09-29 17:05:02.841609,2016-09-29 17:05:02.841609
1615,RECYCLING CENTER,recycling center,2016-09-29 17:05:02.910347,2016-09-29 17:05:02.910347
1616,RECYCLING PLANT,recycling plant,2016-09-29 17:05:03.098138,2016-09-29 17:05:03.098138
1617,Li'l Lisa Recycling Plant,lil lisa recycling plant,2016-09-29 17:05:03.130746,2016-09-29 17:05:03.130746
1618,RESIDENTIAL STREET,residential street,2016-09-29 17:05:03.245291,2016-09-29 17:05:03.245291
1619,SPRINGFIELD DUMP,springfield dump,2016-09-29 17:05:03.947243,2016-09-29 17:05:03.947243
1620,LOVEJOY'S KITCHEN,lovejoy kitchen,2016-09-29 17:05:04.206383,2016-09-29 17:05:04.206383
1621,LOVEJOY'S BASEMENT,lovejoy basement,2016-09-29 17:05:04.221432,2016-09-29 17:05:04.221432
1622,Eiffel Tower,eiffel tower,2016-09-29 17:05:04.235904,2016-09-29 17:05:04.235904
1623,Mr. Sparkle Detergent Factory,mr sparkle detergent factory,2016-09-29 17:05:04.562482,2016-09-29 17:05:04.562482
1624,LONELY HIGHWAY,lonely highway,2016-09-29 17:05:05.117578,2016-09-29 17:05:05.117578
1625,Donny's Discount Gas,donny discount gas,2016-09-29 17:05:05.211414,2016-09-29 17:05:05.211414
1626,Springfield Zoo,springfield zoo,2016-09-29 17:05:05.263444,2016-09-29 17:05:05.263444
1627,ELSEWHERE IN THE ZOO,elsewhere in the zoo,2016-09-29 17:05:05.288624,2016-09-29 17:05:05.288624
1628,"Baboon County, U.S.A.",baboon county usa,2016-09-29 17:05:05.35959,2016-09-29 17:05:05.35959
1629,35 INDUSTRY WAY,35 industry way,2016-09-29 17:05:06.002145,2016-09-29 17:05:06.002145
1630,Bart's Factory,bart factory,2016-09-29 17:05:06.094502,2016-09-29 17:05:06.094502
1631,CAJUN RESTAURANT,cajun restaurant,2016-09-29 17:05:07.634798,2016-09-29 17:05:07.634798
1632,New Orleans,new orleans,2016-09-29 17:05:07.6735,2016-09-29 17:05:07.6735
1633,Bourbon Street,bourbon street,2016-09-29 17:05:07.808214,2016-09-29 17:05:07.808214
1634,BAYOU,bayou,2016-09-29 17:05:07.887811,2016-09-29 17:05:07.887811
1635,ANOTHER PART OF THE BAYOU,another part of the bayou,2016-09-29 17:05:07.916669,2016-09-29 17:05:07.916669
1636,Museum of TV and Television,museum of tv and television,2016-09-29 17:05:08.029008,2016-09-29 17:05:08.029008
1637,FRENCH RESTAURANT,french restaurant,2016-09-29 17:05:08.336258,2016-09-29 17:05:08.336258
1638,Men's Room,men room,2016-09-29 17:05:08.40932,2016-09-29 17:05:08.40932
1639,Broadcast Booth,broadcast booth,2016-09-29 17:05:08.569057,2016-09-29 17:05:08.569057
1640,VARIETY SHOW SOUND STAGE,variety show sound stage,2016-09-29 17:05:08.599788,2016-09-29 17:05:08.599788
1641,50'S ICE CREAM PARLOR,50 ice cream parlor,2016-09-29 17:05:08.893454,2016-09-29 17:05:08.893454
1642,COMROO,comroo,2016-09-29 17:05:09.735421,2016-09-29 17:05:09.735421
1643,Rommelwood Military Academy,rommelwood military academy,2016-09-29 17:05:09.936229,2016-09-29 17:05:09.936229
1644,MILITARY ACADEMY,military academy,2016-09-29 17:05:09.978848,2016-09-29 17:05:09.978848
1645,Barracks,barracks,2016-09-29 17:05:10.223499,2016-09-29 17:05:10.223499
1646,BACK ON THE FIRING RANGE,back on the firing range,2016-09-29 17:05:10.405171,2016-09-29 17:05:10.405171
1647,42ND STREET BETWEEN 8TH AND 7TH - '70S,42nd street between 8th and 7th - 70s,2016-09-29 17:05:11.628931,2016-09-29 17:05:11.628931
1648,Lincoln Tunnel,lincoln tunnel,2016-09-29 17:05:11.706266,2016-09-29 17:05:11.706266
1649,NEW YORK CITY,new york city,2016-09-29 17:05:11.780467,2016-09-29 17:05:11.780467
1650,Terminal,terminal,2016-09-29 17:05:11.815831,2016-09-29 17:05:11.815831
1651,WORLD TRADE CENTER PLAZA,world trade center plaza,2016-09-29 17:05:11.863798,2016-09-29 17:05:11.863798
1652,CROWN OF STATUE,crown of statue,2016-09-29 17:05:11.908712,2016-09-29 17:05:11.908712
1653,IMMIGRANT SHIP,immigrant ship,2016-09-29 17:05:11.928886,2016-09-29 17:05:11.928886
1654,CENTER OF WORLD TRADE CENTER PLAZA,center of world trade center plaza,2016-09-29 17:05:11.952721,2016-09-29 17:05:11.952721
1655,Subway Car,subway car,2016-09-29 17:05:12.117955,2016-09-29 17:05:12.117955
1656,Another Subway Car,another subway car,2016-09-29 17:05:12.156691,2016-09-29 17:05:12.156691
1657,CHINATOWN STREET,chinatown street,2016-09-29 17:05:12.33686,2016-09-29 17:05:12.33686
1658,WORLD TRADE CENTER TOWER LOBBY,world trade center tower lobby,2016-09-29 17:05:12.435164,2016-09-29 17:05:12.435164
1659,OBSERVATION DECK,observation deck,2016-09-29 17:05:12.458138,2016-09-29 17:05:12.458138
1660,WORLD TRADE CENTER TOWER,world trade center tower,2016-09-29 17:05:12.473883,2016-09-29 17:05:12.473883
1661,ACROSS THE STREET,across the street,2016-09-29 17:05:12.567578,2016-09-29 17:05:12.567578
1662,Office Building Hallway,office building hallway,2016-09-29 17:05:12.575399,2016-09-29 17:05:12.575399
1663,"""MAD"" RECEPTION AREA",mad reception area,2016-09-29 17:05:12.583556,2016-09-29 17:05:12.583556
1664,MIDTOWN AVENUE,midtown avenue,2016-09-29 17:05:12.642072,2016-09-29 17:05:12.642072
1665,Times Square,times square,2016-09-29 17:05:12.684699,2016-09-29 17:05:12.684699
1666,MIDTOWN STREET,midtown street,2016-09-29 17:05:12.815871,2016-09-29 17:05:12.815871
1667,Central Park,central park,2016-09-29 17:05:12.924731,2016-09-29 17:05:12.924731
1668,George Washington Bridge,george washington bridge,2016-09-29 17:05:12.999655,2016-09-29 17:05:12.999655
1669,FACULTY LOUNGE,faculty lounge,2016-09-29 17:05:13.208593,2016-09-29 17:05:13.208593
1670,Storage Facility,storage facility,2016-09-29 17:05:14.209909,2016-09-29 17:05:14.209909
1671,Armin's Bare Seedy Apartment,armin bare seedy apartment,2016-09-29 17:05:14.630582,2016-09-29 17:05:14.630582
1672,RAILROAD STATION,railroad station,2016-09-29 17:05:14.808266,2016-09-29 17:05:14.808266
1673,DOOR,door,2016-09-29 17:05:15.935282,2016-09-29 17:05:15.935282
1674,Dr. Pryor's Office,dr pryor office,2016-09-29 17:05:15.950793,2016-09-29 17:05:15.950793
1675,PRESCHOOL,preschool,2016-09-29 17:05:16.109793,2016-09-29 17:05:16.109793
1676,SPRINGFIELD PRIVATE PRESCHOOL,springfield private preschool,2016-09-29 17:05:16.118345,2016-09-29 17:05:16.118345
1677,King Toot's Window,king toot window,2016-09-29 17:05:16.92159,2016-09-29 17:05:16.92159
1678,ARMY SURPLUS STORE,army surplus store,2016-09-29 17:05:17.618606,2016-09-29 17:05:17.618606
1679,"PARIS, FRANCE",paris france,2016-09-29 17:05:17.661392,2016-09-29 17:05:17.661392
1680,FRENCH MILITARY BASE,french military base,2016-09-29 17:05:17.670496,2016-09-29 17:05:17.670496
1681,FRENCH MISSILE ROOM,french missile room,2016-09-29 17:05:17.680705,2016-09-29 17:05:17.680705
1682,PARIS STREET,paris street,2016-09-29 17:05:17.710094,2016-09-29 17:05:17.710094
1683,ALIEN PLANET,alien planet,2016-09-29 17:05:17.741861,2016-09-29 17:05:17.741861
1684,ALIEN COMMAND CENTER,alien command center,2016-09-29 17:05:17.750939,2016-09-29 17:05:17.750939
1685,PROFESSOR FRINK'S HOUSE,professor frink house,2016-09-29 17:05:18.18239,2016-09-29 17:05:18.18239
1686,Town Meeting House,town meeting house,2016-09-29 17:05:18.842502,2016-09-29 17:05:18.842502
1687,SPRYNGE-FIELDE GORGE,sprynge-fielde gorge,2016-09-29 17:05:18.985041,2016-09-29 17:05:18.985041
1688,WITCH'S CAVE,witch cave,2016-09-29 17:05:19.232135,2016-09-29 17:05:19.232135
1689,WIGGUM'S' HOUSE,wiggum house,2016-09-29 17:05:19.467347,2016-09-29 17:05:19.467347
1690,GUN SHOP,gun shop,2016-09-29 17:05:20.199492,2016-09-29 17:05:20.199492
1691,Gun Store,gun store,2016-09-29 17:05:20.392839,2016-09-29 17:05:20.392839
1692,MEETING HALL,meeting hall,2016-09-29 17:05:20.591654,2016-09-29 17:05:20.591654
1693,NRA MEETING,nra meeting,2016-09-29 17:05:20.599734,2016-09-29 17:05:20.599734
1694,Sporting Goods Store,sporting goods store,2016-09-29 17:05:22.022213,2016-09-29 17:05:22.022213
1696,SPRINGFIELD PEE WEE FOOTBALL FIELD,springfield pee wee football field,2016-09-29 17:05:22.145309,2016-09-29 17:05:22.145309
1697,SPRINGFIELD FOOTBALL FIELD,springfield football field,2016-09-29 17:05:23.803453,2016-09-29 17:05:23.803453
1698,Apu's Car,apu car,2016-09-29 17:05:24.931821,2016-09-29 17:05:24.931821
1699,Air India Terminal,air india terminal,2016-09-29 17:05:26.252135,2016-09-29 17:05:26.252135
1700,MUSEUM OF NATURAL HISTORY,museum of natural history,2016-09-29 17:05:27.867592,2016-09-29 17:05:27.867592
1701,CHURCH BASEMENT,church basement,2016-09-29 17:05:28.188267,2016-09-29 17:05:28.188267
1702,MUNICIPAL COURT,municipal court,2016-09-29 17:05:28.373022,2016-09-29 17:05:28.373022
1703,Hilltop,hilltop,2016-09-29 17:05:28.406069,2016-09-29 17:05:28.406069
1704,Vatican,vatican,2016-09-29 17:05:28.48709,2016-09-29 17:05:28.48709
1705,MALL ENTRANCE,mall entrance,2016-09-29 17:05:28.764725,2016-09-29 17:05:28.764725
1706,IMPOUND YARD,impound yard,2016-09-29 17:05:29.262157,2016-09-29 17:05:29.262157
1707,CITY HALL CORRIDOR,city hall corridor,2016-09-29 17:05:29.767212,2016-09-29 17:05:29.767212
1708,TEST ROOM,test room,2016-09-29 17:05:29.775727,2016-09-29 17:05:29.775727
1709,REAL ESTATE OFFICE,real estate office,2016-09-29 17:05:29.850237,2016-09-29 17:05:29.850237
1710,RUN-DOWN HOUSE,run-down house,2016-09-29 17:05:30.444337,2016-09-29 17:05:30.444337
1711,Small House,small house,2016-09-29 17:05:30.498121,2016-09-29 17:05:30.498121
