Source	Target	Weight	Type
65	346	2	Undirected
84	314	1	Undirected
77	448	1	Undirected
187	205	1	Undirected
262	365	1	Undirected
92	255	1	Undirected
260	468	1	Undirected
239	245	1	Undirected
151	443	3	Undirected
482	555	1	Undirected
3	80	1	Undirected
18	80	1	Undirected
20	60	2	Undirected
125	252	1	Undirected
11	119	2	Undirected
96	543	1	Undirected
594	596	1	Undirected
73	269	2	Undirected
140	261	1	Undirected
12	79	19	Undirected
240	379	1	Undirected
273	290	1	Undirected
215	381	1	Undirected
330	445	1	Undirected
162	599	1	Undirected
73	105	1	Undirected
93	469	1	Undirected
129	156	1	Undirected
140	478	1	Undirected
139	485	1	Undirected
96	271	1	Undirected
59	503	1	Undirected
64	163	4	Undirected
5	21	1	Undirected
109	125	1	Undirected
305	325	1	Undirected
316	331	1	Undirected
75	482	2	Undirected
84	507	1	Undirected
92	122	13	Undirected
32	491	1	Undirected
311	327	1	Undirected
119	418	1	Undirected
124	497	1	Undirected
479	595	1	Undirected
47	376	1	Undirected
90	517	3	Undirected
140	338	1	Undirected
251	389	1	Undirected
162	482	1	Undirected
38	547	1	Undirected
143	172	1	Undirected
59	200	1	Undirected
149	473	1	Undirected
462	487	1	Undirected
78	248	1	Undirected
436	438	1	Undirected
77	218	7	Undirected
30	359	1	Undirected
49	559	1	Undirected
30	73	10	Undirected
14	152	1	Undirected
414	422	1	Undirected
19	353	1	Undirected
28	485	1	Undirected
184	218	1	Undirected
49	203	1	Undirected
52	138	1	Undirected
245	253	1	Undirected
55	215	1	Undirected
64	481	1	Undirected
5	370	1	Undirected
86	464	1	Undirected
133	517	1	Undirected
106	216	1	Undirected
388	541	1	Undirected
73	536	1	Undirected
81	479	1	Undirected
59	392	1	Undirected
59	390	1	Undirected
64	317	1	Undirected
114	122	7	Undirected
26	50	1	Undirected
23	160	2	Undirected
12	100	5	Undirected
67	457	1	Undirected
233	250	1	Undirected
91	246	1	Undirected
120	148	1	Undirected
34	318	2	Undirected
14	86	9	Undirected
584	588	1	Undirected
11	417	1	Undirected
122	380	1	Undirected
30	146	1	Undirected
14	570	1	Undirected
122	152	1	Undirected
89	469	1	Undirected
460	469	1	Undirected
117	357	1	Undirected
100	547	1	Undirected
490	508	1	Undirected
140	185	1	Undirected
381	405	1	Undirected
5	286	1	Undirected
128	230	1	Undirected
108	277	1	Undirected
143	216	1	Undirected
18	384	1	Undirected
138	151	1	Undirected
11	156	1	Undirected
114	248	1	Undirected
73	144	2	Undirected
175	212	1	Undirected
89	299	1	Undirected
246	310	1	Undirected
357	361	1	Undirected
581	596	1	Undirected
586	591	1	Undirected
121	260	1	Undirected
92	546	1	Undirected
8	42	1	Undirected
29	37	1	Undirected
171	263	3	Undirected
85	123	1	Undirected
270	442	1	Undirected
12	222	3	Undirected
20	51	1	Undirected
145	379	1	Undirected
119	333	1	Undirected
235	257	1	Undirected
159	418	1	Undirected
53	65	1	Undirected
115	426	1	Undirected
12	272	1	Undirected
77	173	1	Undirected
47	291	2	Undirected
47	395	1	Undirected
47	353	1	Undirected
113	536	1	Undirected
96	393	1	Undirected
74	151	4	Undirected
222	260	1	Undirected
96	347	1	Undirected
139	140	4	Undirected
34	221	1	Undirected
279	298	1	Undirected
357	358	1	Undirected
32	254	2	Undirected
77	87	2	Undirected
28	339	1	Undirected
187	193	1	Undirected
447	478	1	Undirected
73	168	1	Undirected
84	593	1	Undirected
81	430	1	Undirected
59	393	1	Undirected
379	587	1	Undirected
143	218	2	Undirected
472	479	1	Undirected
124	571	1	Undirected
160	478	1	Undirected
77	283	3	Undirected
234	245	1	Undirected
19	231	1	Undirected
76	444	1	Undirected
23	596	1	Undirected
19	190	1	Undirected
157	433	1	Undirected
82	457	1	Undirected
59	563	1	Undirected
108	289	2	Undirected
162	257	1	Undirected
196	203	1	Undirected
313	316	1	Undirected
21	51	1	Undirected
117	218	4	Undirected
15	78	4	Undirected
64	460	1	Undirected
78	98	2	Undirected
246	255	1	Undirected
48	464	1	Undirected
34	36	6	Undirected
65	82	4	Undirected
73	385	1	Undirected
67	557	1	Undirected
159	237	2	Undirected
20	331	1	Undirected
17	60	1	Undirected
89	326	1	Undirected
262	278	1	Undirected
12	402	1	Undirected
46	281	1	Undirected
270	446	1	Undirected
45	231	1	Undirected
246	299	1	Undirected
30	525	1	Undirected
339	351	1	Undirected
28	114	7	Undirected
117	480	1	Undirected
47	474	1	Undirected
46	62	1	Undirected
89	137	1	Undirected
570	574	1	Undirected
119	428	1	Undirected
32	82	4	Undirected
56	481	1	Undirected
43	60	1	Undirected
38	301	1	Undirected
399	404	1	Undirected
3	17	1	Undirected
182	222	2	Undirected
207	210	1	Undirected
79	451	2	Undirected
82	448	1	Undirected
1	564	1	Undirected
68	294	1	Undirected
45	506	1	Undirected
111	125	4	Undirected
60	483	1	Undirected
55	286	1	Undirected
45	181	4	Undirected
36	316	4	Undirected
140	227	1	Undirected
124	476	1	Undirected
77	98	5	Undirected
523	524	1	Undirected
162	464	1	Undirected
86	251	2	Undirected
122	180	1	Undirected
45	460	2	Undirected
129	584	1	Undirected
146	154	1	Undirected
45	200	1	Undirected
67	543	1	Undirected
114	443	1	Undirected
42	64	1	Undirected
209	286	1	Undirected
59	118	1	Undirected
121	287	1	Undirected
133	141	1	Undirected
247	273	1	Undirected
47	138	1	Undirected
387	391	1	Undirected
26	144	1	Undirected
124	174	1	Undirected
26	35	1	Undirected
48	100	1	Undirected
89	136	3	Undirected
262	347	1	Undirected
68	495	2	Undirected
68	555	1	Undirected
14	228	1	Undirected
18	41	1	Undirected
159	260	2	Undirected
515	522	1	Undirected
98	248	1	Undirected
12	466	1	Undirected
19	448	1	Undirected
92	100	5	Undirected
78	327	2	Undirected
183	289	1	Undirected
29	80	1	Undirected
181	344	1	Undirected
458	473	1	Undirected
14	56	2	Undirected
13	14	1	Undirected
75	235	2	Undirected
139	162	4	Undirected
50	54	1	Undirected
215	228	1	Undirected
383	392	1	Undirected
242	244	1	Undirected
20	432	1	Undirected
36	234	5	Undirected
246	293	1	Undirected
75	205	1	Undirected
388	494	1	Undirected
97	544	1	Undirected
48	86	1	Undirected
88	466	1	Undirected
26	114	4	Undirected
20	32	8	Undirected
145	165	1	Undirected
11	147	1	Undirected
36	151	7	Undirected
436	440	1	Undirected
129	557	2	Undirected
12	227	1	Undirected
38	46	8	Undirected
77	89	7	Undirected
153	251	1	Undirected
64	78	3	Undirected
48	173	1	Undirected
52	63	2	Undirected
68	266	1	Undirected
184	216	1	Undirected
77	231	1	Undirected
234	359	1	Undirected
119	356	1	Undirected
75	147	1	Undirected
74	378	1	Undirected
263	463	1	Undirected
96	156	1	Undirected
56	129	1	Undirected
14	310	1	Undirected
79	594	1	Undirected
119	376	1	Undirected
374	385	1	Undirected
125	175	1	Undirected
46	121	3	Undirected
171	551	1	Undirected
476	483	1	Undirected
31	60	1	Undirected
111	449	1	Undirected
18	440	1	Undirected
140	371	1	Undirected
12	339	1	Undirected
151	156	1	Undirected
126	287	1	Undirected
106	517	1	Undirected
1	255	1	Undirected
59	583	1	Undirected
129	334	1	Undirected
181	540	1	Undirected
68	259	1	Undirected
114	123	5	Undirected
45	240	4	Undirected
92	560	1	Undirected
26	265	1	Undirected
79	113	12	Undirected
127	338	1	Undirected
158	168	1	Undirected
131	164	1	Undirected
491	492	1	Undirected
55	255	1	Undirected
490	511	1	Undirected
495	507	1	Undirected
22	78	3	Undirected
74	243	1	Undirected
376	386	1	Undirected
45	88	7	Undirected
227	229	1	Undirected
45	291	1	Undirected
447	465	1	Undirected
117	255	1	Undirected
157	222	1	Undirected
376	383	1	Undirected
114	502	1	Undirected
57	84	2	Undirected
382	389	1	Undirected
65	151	7	Undirected
234	268	1	Undirected
30	163	3	Undirected
28	260	5	Undirected
89	584	1	Undirected
30	171	7	Undirected
68	574	1	Undirected
77	555	1	Undirected
170	446	1	Undirected
189	211	1	Undirected
125	176	1	Undirected
47	210	1	Undirected
48	143	2	Undirected
63	351	1	Undirected
14	85	1	Undirected
67	226	1	Undirected
247	284	1	Undirected
102	300	4	Undirected
119	275	1	Undirected
174	202	1	Undirected
170	443	1	Undirected
100	517	1	Undirected
289	485	1	Undirected
151	358	1	Undirected
37	50	1	Undirected
42	69	1	Undirected
11	150	1	Undirected
102	480	1	Undirected
257	267	1	Undirected
67	145	2	Undirected
59	366	2	Undirected
43	44	1	Undirected
14	357	1	Undirected
160	239	1	Undirected
139	249	1	Undirected
310	330	1	Undirected
182	214	2	Undirected
139	267	1	Undirected
159	341	1	Undirected
135	260	2	Undirected
81	121	4	Undirected
92	157	7	Undirected
129	478	1	Undirected
74	163	1	Undirected
54	59	1	Undirected
239	249	1	Undirected
65	552	2	Undirected
96	556	1	Undirected
64	593	1	Undirected
66	365	1	Undirected
237	264	1	Undirected
113	156	1	Undirected
166	304	1	Undirected
247	283	2	Undirected
107	120	1	Undirected
33	235	2	Undirected
86	106	4	Undirected
102	118	1	Undirected
38	353	1	Undirected
136	483	1	Undirected
195	205	1	Undirected
162	208	1	Undirected
14	306	1	Undirected
47	472	1	Undirected
92	236	1	Undirected
593	597	1	Undirected
93	165	1	Undirected
59	598	1	Undirected
418	430	1	Undirected
55	90	5	Undirected
129	361	1	Undirected
98	235	2	Undirected
88	444	1	Undirected
48	480	1	Undirected
20	373	1	Undirected
45	196	1	Undirected
447	461	1	Undirected
60	449	1	Undirected
253	269	1	Undirected
131	132	1	Undirected
18	215	1	Undirected
72	484	1	Undirected
15	382	1	Undirected
166	363	1	Undirected
30	138	1	Undirected
70	468	2	Undirected
237	254	1	Undirected
77	445	1	Undirected
105	110	1	Undirected
117	358	1	Undirected
415	419	1	Undirected
44	56	1	Undirected
131	163	1	Undirected
15	442	1	Undirected
91	344	1	Undirected
56	330	1	Undirected
166	303	1	Undirected
17	47	1	Undirected
171	182	1	Undirected
240	292	1	Undirected
30	41	1	Undirected
12	569	1	Undirected
128	361	1	Undirected
140	353	1	Undirected
68	454	1	Undirected
204	351	2	Undirected
470	481	1	Undirected
262	450	1	Undirected
467	470	1	Undirected
22	350	1	Undirected
76	81	2	Undirected
49	540	1	Undirected
196	221	1	Undirected
36	359	1	Undirected
90	95	1	Undirected
167	379	2	Undirected
385	390	1	Undirected
73	193	1	Undirected
59	193	1	Undirected
70	427	1	Undirected
23	230	1	Undirected
4	28	1	Undirected
145	307	1	Undirected
214	270	3	Undirected
75	164	1	Undirected
391	393	1	Undirected
47	281	1	Undirected
45	465	3	Undirected
19	537	1	Undirected
93	253	1	Undirected
121	144	1	Undirected
318	325	1	Undirected
38	218	3	Undirected
271	301	1	Undirected
19	219	1	Undirected
117	479	1	Undirected
102	126	7	Undirected
20	382	1	Undirected
157	494	1	Undirected
54	64	1	Undirected
339	340	1	Undirected
93	365	1	Undirected
8	44	1	Undirected
115	333	1	Undirected
86	352	1	Undirected
543	552	1	Undirected
488	502	1	Undirected
36	533	1	Undirected
125	177	1	Undirected
2	62	1	Undirected
122	150	2	Undirected
38	41	1	Undirected
589	593	1	Undirected
49	66	4	Undirected
127	530	1	Undirected
162	239	1	Undirected
47	163	5	Undirected
88	241	1	Undirected
166	364	1	Undirected
175	190	1	Undirected
515	520	1	Undirected
70	251	3	Undirected
90	470	1	Undirected
487	501	1	Undirected
278	291	1	Undirected
570	576	1	Undirected
129	181	2	Undirected
573	576	1	Undirected
488	498	1	Undirected
15	352	1	Undirected
49	219	1	Undirected
336	366	1	Undirected
98	176	1	Undirected
76	94	3	Undirected
56	74	2	Undirected
79	97	4	Undirected
379	488	1	Undirected
42	349	1	Undirected
30	543	1	Undirected
447	452	1	Undirected
140	254	2	Undirected
59	299	1	Undirected
170	456	1	Undirected
75	351	1	Undirected
88	188	1	Undirected
96	335	1	Undirected
181	198	1	Undirected
139	257	1	Undirected
154	162	1	Undirected
312	328	1	Undirected
47	184	1	Undirected
78	123	4	Undirected
271	274	1	Undirected
244	260	1	Undirected
160	363	1	Undirected
74	118	1	Undirected
86	540	1	Undirected
116	562	1	Undirected
46	439	1	Undirected
182	200	1	Undirected
95	110	1	Undirected
73	384	1	Undirected
127	475	1	Undirected
113	488	1	Undirected
306	313	1	Undirected
66	74	3	Undirected
498	505	1	Undirected
77	251	3	Undirected
48	278	1	Undirected
127	510	1	Undirected
90	269	1	Undirected
176	213	1	Undirected
333	357	1	Undirected
100	126	5	Undirected
63	394	1	Undirected
65	121	5	Undirected
13	74	1	Undirected
517	552	1	Undirected
160	234	3	Undirected
75	193	1	Undirected
100	254	1	Undirected
7	36	1	Undirected
27	51	1	Undirected
90	570	1	Undirected
21	80	1	Undirected
535	541	1	Undirected
103	120	1	Undirected
77	229	1	Undirected
180	214	1	Undirected
139	540	1	Undirected
124	464	1	Undirected
38	254	1	Undirected
123	284	2	Undirected
32	118	1	Undirected
190	192	1	Undirected
113	503	1	Undirected
414	428	1	Undirected
487	507	1	Undirected
84	158	1	Undirected
333	353	1	Undirected
46	336	1	Undirected
89	323	1	Undirected
79	251	3	Undirected
440	441	1	Undirected
20	190	1	Undirected
32	176	1	Undirected
28	116	1	Undirected
74	112	2	Undirected
89	465	1	Undirected
15	23	2	Undirected
93	498	1	Undirected
64	309	1	Undirected
96	446	1	Undirected
12	362	1	Undirected
442	445	1	Undirected
125	550	1	Undirected
67	143	5	Undirected
5	69	1	Undirected
98	121	1	Undirected
387	390	1	Undirected
89	419	1	Undirected
75	213	1	Undirected
46	449	1	Undirected
145	242	1	Undirected
84	498	1	Undirected
102	151	5	Undirected
57	168	1	Undirected
63	398	1	Undirected
115	437	1	Undirected
14	19	19	Undirected
73	297	1	Undirected
140	507	1	Undirected
436	494	1	Undirected
174	409	1	Undirected
47	521	1	Undirected
127	251	3	Undirected
123	182	1	Undirected
275	298	1	Undirected
13	51	1	Undirected
19	46	11	Undirected
126	209	1	Undirected
350	361	1	Undirected
454	456	1	Undirected
79	303	1	Undirected
160	243	1	Undirected
59	522	1	Undirected
32	304	2	Undirected
76	443	1	Undirected
84	465	2	Undirected
512	514	1	Undirected
93	233	1	Undirected
84	170	2	Undirected
64	585	1	Undirected
182	508	1	Undirected
79	355	1	Undirected
90	149	2	Undirected
75	347	1	Undirected
134	155	1	Undirected
297	300	1	Undirected
7	57	1	Undirected
593	596	1	Undirected
102	239	1	Undirected
8	55	1	Undirected
75	89	5	Undirected
49	256	1	Undirected
191	197	1	Undirected
83	96	1	Undirected
92	225	1	Undirected
496	509	1	Undirected
66	124	1	Undirected
84	564	2	Undirected
149	171	1	Undirected
262	345	1	Undirected
192	232	1	Undirected
53	78	1	Undirected
19	226	1	Undirected
274	290	1	Undirected
98	107	1	Undirected
72	262	2	Undirected
79	163	5	Undirected
93	102	9	Undirected
33	355	1	Undirected
204	219	1	Undirected
117	449	1	Undirected
52	432	1	Undirected
125	557	2	Undirected
145	332	1	Undirected
47	106	7	Undirected
205	207	1	Undirected
263	467	1	Undirected
157	506	1	Undirected
91	163	3	Undirected
28	57	4	Undirected
260	478	1	Undirected
117	559	1	Undirected
75	451	1	Undirected
270	539	1	Undirected
57	195	1	Undirected
23	314	1	Undirected
5	26	2	Undirected
75	210	1	Undirected
171	460	1	Undirected
394	412	1	Undirected
179	184	1	Undirected
75	88	5	Undirected
379	586	1	Undirected
4	22	1	Undirected
64	106	4	Undirected
124	262	3	Undirected
93	454	1	Undirected
115	446	1	Undirected
79	108	12	Undirected
166	177	1	Undirected
129	282	1	Undirected
22	498	1	Undirected
524	527	1	Undirected
77	302	1	Undirected
81	559	1	Undirected
214	579	1	Undirected
194	204	1	Undirected
19	273	1	Undirected
124	151	4	Undirected
3	22	1	Undirected
34	125	5	Undirected
188	210	1	Undirected
88	320	1	Undirected
19	345	1	Undirected
194	218	1	Undirected
19	236	1	Undirected
330	370	1	Undirected
531	534	1	Undirected
96	227	1	Undirected
49	528	1	Undirected
117	147	1	Undirected
119	277	1	Undirected
92	451	2	Undirected
283	574	1	Undirected
12	326	1	Undirected
36	277	1	Undirected
318	424	1	Undirected
26	163	2	Undirected
443	491	1	Undirected
442	481	1	Undirected
78	181	2	Undirected
388	461	1	Undirected
67	86	6	Undirected
74	551	1	Undirected
28	84	5	Undirected
18	131	1	Undirected
121	214	4	Undirected
98	220	1	Undirected
59	389	1	Undirected
65	239	1	Undirected
15	359	1	Undirected
45	432	1	Undirected
48	471	1	Undirected
175	180	1	Undirected
36	264	1	Undirected
5	86	3	Undirected
63	103	1	Undirected
436	526	1	Undirected
121	302	1	Undirected
30	443	2	Undirected
73	342	1	Undirected
270	310	1	Undirected
24	59	1	Undirected
197	226	1	Undirected
121	571	1	Undirected
151	240	3	Undirected
76	566	1	Undirected
67	536	1	Undirected
57	298	1	Undirected
258	268	1	Undirected
21	45	1	Undirected
23	425	1	Undirected
122	440	1	Undirected
72	457	1	Undirected
67	592	1	Undirected
183	227	1	Undirected
125	475	1	Undirected
198	205	1	Undirected
153	162	2	Undirected
28	335	1	Undirected
270	490	1	Undirected
141	165	1	Undirected
163	565	1	Undirected
38	310	1	Undirected
18	123	5	Undirected
308	326	1	Undirected
6	37	1	Undirected
90	479	1	Undirected
321	330	1	Undirected
185	199	1	Undirected
144	319	1	Undirected
36	438	1	Undirected
59	261	1	Undirected
479	594	1	Undirected
49	195	1	Undirected
93	355	1	Undirected
59	65	22	Undirected
19	425	1	Undirected
123	484	1	Undirected
153	222	1	Undirected
465	529	1	Undirected
128	369	1	Undirected
117	209	1	Undirected
161	251	1	Undirected
92	117	12	Undirected
230	330	1	Undirected
21	78	1	Undirected
22	297	1	Undirected
204	336	1	Undirected
198	229	1	Undirected
49	370	1	Undirected
86	469	1	Undirected
106	173	1	Undirected
345	370	1	Undirected
75	263	3	Undirected
94	234	2	Undirected
55	93	5	Undirected
9	60	1	Undirected
439	599	1	Undirected
72	157	2	Undirected
316	346	2	Undirected
92	221	1	Undirected
514	527	1	Undirected
98	175	1	Undirected
19	223	1	Undirected
68	119	6	Undirected
126	243	1	Undirected
6	79	1	Undirected
63	391	1	Undirected
60	584	1	Undirected
74	569	1	Undirected
159	286	1	Undirected
68	283	3	Undirected
443	473	1	Undirected
270	312	1	Undirected
12	499	1	Undirected
275	288	1	Undirected
143	385	1	Undirected
563	567	1	Undirected
46	112	3	Undirected
150	321	1	Undirected
81	469	1	Undirected
151	349	1	Undirected
235	244	1	Undirected
96	571	1	Undirected
12	409	1	Undirected
84	303	1	Undirected
247	293	1	Undirected
74	495	1	Undirected
343	345	1	Undirected
18	187	1	Undirected
136	172	1	Undirected
171	482	1	Undirected
77	327	2	Undirected
23	111	3	Undirected
123	160	2	Undirected
36	182	1	Undirected
246	259	1	Undirected
304	465	1	Undirected
70	508	1	Undirected
181	366	1	Undirected
12	262	4	Undirected
171	528	1	Undirected
125	240	4	Undirected
442	515	1	Undirected
73	94	3	Undirected
34	217	1	Undirected
223	229	1	Undirected
49	387	1	Undirected
487	505	1	Undirected
20	170	1	Undirected
19	281	1	Undirected
126	351	1	Undirected
292	295	1	Undirected
108	329	1	Undirected
33	247	2	Undirected
14	440	1	Undirected
14	579	1	Undirected
37	56	1	Undirected
326	331	1	Undirected
166	175	1	Undirected
38	546	1	Undirected
73	484	1	Undirected
46	570	1	Undirected
135	157	2	Undirected
49	82	4	Undirected
23	468	2	Undirected
236	247	1	Undirected
81	414	1	Undirected
122	296	1	Undirected
124	274	1	Undirected
460	475	1	Undirected
90	578	1	Undirected
19	45	16	Undirected
92	465	3	Undirected
125	184	1	Undirected
36	572	1	Undirected
166	208	1	Undirected
89	470	1	Undirected
47	263	4	Undirected
131	153	1	Undirected
179	191	1	Undirected
246	285	1	Undirected
90	550	1	Undirected
240	290	1	Undirected
170	472	1	Undirected
442	525	1	Undirected
450	463	1	Undirected
125	180	1	Undirected
251	450	1	Undirected
234	248	1	Undirected
45	430	1	Undirected
214	367	1	Undirected
157	263	2	Undirected
140	554	1	Undirected
55	239	1	Undirected
96	549	1	Undirected
316	335	1	Undirected
90	552	2	Undirected
77	376	1	Undirected
270	457	1	Undirected
181	229	1	Undirected
47	411	1	Undirected
214	228	1	Undirected
19	415	1	Undirected
92	188	1	Undirected
151	474	1	Undirected
230	487	1	Undirected
234	253	1	Undirected
125	247	3	Undirected
270	482	1	Undirected
134	141	1	Undirected
230	269	2	Undirected
379	422	1	Undirected
143	482	1	Undirected
321	324	1	Undirected
177	229	1	Undirected
19	384	2	Undirected
111	145	3	Undirected
90	327	2	Undirected
102	265	1	Undirected
160	454	1	Undirected
102	364	1	Undirected
234	283	1	Undirected
10	18	1	Undirected
214	285	1	Undirected
